stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped, corrAns ,tilt , key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
83,0.5,9.5,103.38851519097807,,103.3740232270211,103.38851519097807,103.888851538999,103.888851538999,103.888851538999,104.18884393502958,105.05638462200295,right,9.5,1,1,1.1523425869527273,818762,001,2024-09-12_18h49.23.763,adaptive_staircase,2024.1.5,None,2024-09-12 18h49.31.324403 +0530,
84,0.5,9.5,105.07165125699248,,105.0565481579979,105.07165125699248,105.5560349469888,105.5560349469888,105.57242379698437,105.85557347297436,106.29066381900338,left,-9.5,1,1,0.7309056050144136,818762,001,2024-09-12_18h49.23.763,adaptive_staircase,2024.1.5,None,2024-09-12 18h49.31.324403 +0530,
85,0.5,9.0,106.3051771579776,,106.29081410699291,106.3051771579776,106.80689766502474,106.80689766502474,106.80689766502474,107.1217627649894,107.25805145001505,left,-9.0,1,1,0.43542058498132974,818762,001,2024-09-12_18h49.23.763,adaptive_staircase,2024.1.5,None,2024-09-12 18h49.31.324403 +0530,
86,0.5,9.0,107.27286059799371,,107.25816299300641,107.27286059799371,107.77222292497754,107.77222292497754,107.77222292497754,108.07241671299562,109.20786281698383,right,9.0,1,1,1.4287513670278713,818762,001,2024-09-12_18h49.23.763,adaptive_staircase,2024.1.5,None,2024-09-12 18h49.31.324403 +0530,
87,0.5,9.0,109.22206329001347,,109.20795446302509,109.22206329001347,109.7300036699744,109.7300036699744,109.7300036699744,110.0390471679857,110.54188587301178,right,9.0,1,1,0.8091311549651437,818762,001,2024-09-12_18h49.23.763,adaptive_staircase,2024.1.5,None,2024-09-12 18h49.31.324403 +0530,
88,0.5,8.5,110.55542901501758,,110.54204109101556,110.55542901501758,111.05584901297698,111.05584901297698,111.05584901297698,111.35633672901895,111.75778107502265,right,8.5,1,1,0.6948603320051916,818762,001,2024-09-12_18h49.23.763,adaptive_staircase,2024.1.5,None,2024-09-12 18h49.31.324403 +0530,
89,0.5,8.5,111.77264175500022,,111.75787546101492,111.77264175500022,112.27289933298016,112.27289933298016,112.27289933298016,112.57297906599706,113.85831454599975,left,-8.5,1,1,1.575152089993935,818762,001,2024-09-12_18h49.23.763,adaptive_staircase,2024.1.5,None,2024-09-12 18h49.31.324403 +0530,
90,0.5,8.5,113.8726329630008,,113.85846222302644,113.8726329630008,114.37282866297755,114.37282866297755,114.37282866297755,114.67319637298351,115.17548469902249,right,8.5,1,1,0.7847441860358231,818762,001,2024-09-12_18h49.23.763,adaptive_staircase,2024.1.5,None,2024-09-12 18h49.31.324403 +0530,
91,0.5,8.0,115.18970054597594,,115.1755893509835,115.18970054597594,115.68995638197521,115.68995638197521,115.68995638197521,115.99002047500107,116.29198456997983,right,8.0,1,1,0.5985074099735357,818762,001,2024-09-12_18h49.23.763,adaptive_staircase,2024.1.5,None,2024-09-12 18h49.31.324403 +0530,
92,0.5,8.0,116.3057736280025,,116.29218661098275,116.3057736280025,116.80689470499055,116.80689470499055,116.80689470499055,117.10660479398211,117.64138438401278,right,8.0,1,1,0.8273982069804333,818762,001,2024-09-12_18h49.23.763,adaptive_staircase,2024.1.5,None,2024-09-12 18h49.31.324403 +0530,
93,0.5,8.0,117.65681762399618,,117.64148922398454,117.65681762399618,118.15571246901527,118.15571246901527,118.15571246901527,118.45732116501313,118.7760593109997,left,-8.0,1,1,0.6181216900004074,818762,001,2024-09-12_18h49.23.763,adaptive_staircase,2024.1.5,None,2024-09-12 18h49.31.324403 +0530,
94,0.5,7.5,118.78960888198344,,118.77616054902319,118.78960888198344,119.29003185400506,119.29003185400506,119.29003185400506,119.58985104202293,119.65970100002596,left,-7.5,1,1,0.3666994650266133,818762,001,2024-09-12_18h49.23.763,adaptive_staircase,2024.1.5,None,2024-09-12 18h49.31.324403 +0530,
95,0.5,7.5,119.67301481898176,,119.65979560802225,119.67301481898176,120.1732139820233,120.1732139820233,120.1732139820233,120.47261810401687,120.47465155797545,right,7.5,0,0,0.29062898497795686,818762,001,2024-09-12_18h49.23.763,adaptive_staircase,2024.1.5,None,2024-09-12 18h49.31.324403 +0530,
96,0.5,8.0,120.48953548900317,,120.47476094198646,120.48953548900317,120.97335185902193,120.97335185902193,120.99018531898037,,121.04196242301259,right,8.0,1,1,0.05465780902886763,818762,001,2024-09-12_18h49.23.763,adaptive_staircase,2024.1.5,None,2024-09-12 18h49.31.324403 +0530,
97,0.5,8.0,121.05685380898649,,121.0420582430088,121.05685380898649,121.55688749399269,121.55688749399269,121.55688749399269,,121.74165127699962,right,8.0,1,1,0.18109562597237527,818762,001,2024-09-12_18h49.23.763,adaptive_staircase,2024.1.5,None,2024-09-12 18h49.31.324403 +0530,
98,0.5,8.0,121.75660322001204,,121.74179634300526,121.75660322001204,122.25769529800164,122.25769529800164,122.25769529800164,,122.44510026200442,left,-8.0,0,0,0.1814492850098759,818762,001,2024-09-12_18h49.23.763,adaptive_staircase,2024.1.5,None,2024-09-12 18h49.31.324403 +0530,
99,0.5,8.5,122.45605171099305,,122.44523949199356,122.45605171099305,122.95623538998188,122.95623538998188,122.95623538998188,123.25711312500061,164.6610752370325,left,-8.5,0,0,41.695109235995915,818762,001,2024-09-12_18h49.23.763,adaptive_staircase,2024.1.5,None,2024-09-12 18h49.31.324403 +0530,
