6.2206 	INFO 	Loaded monitor calibration from ['2024_10_29 21:52']
6.3896 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f8a72867220>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f8a728671c0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f8a72d07c10>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([3420, 2224]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.3896 	EXP 	window1: backgroundImage = ''
6.3896 	EXP 	window1: backgroundFit = 'none'
6.3983 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.3994 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4006 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4023 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4039 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4044 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4055 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4072 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4073 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4075 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4088 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4098 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4109 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4120 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4128 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4140 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4151 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4155 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4159 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4176 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4179 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4180 	DEBUG 	Uploading Texture Font fontname to graphics card
6.4222 	DEBUG 	Upload of Texture Font fontname complete
6.4278 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4294 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4309 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.4311 	DEBUG 	Uploading Texture Font fontname to graphics card
6.4328 	DEBUG 	Upload of Texture Font fontname complete
6.4342 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.4342 	EXP 	window1: recordFrameIntervals = False
6.5895 	EXP 	window1: recordFrameIntervals = True
6.7975 	EXP 	Screen (0) actual frame rate measured at 119.42Hz
6.7975 	EXP 	window1: recordFrameIntervals = False
6.8163 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
8.4473 	INFO 	keyboard.Keyboard is using iohub backend.
8.4474 	EXP 	primming 5.0: status = STARTED
8.4548 	EXP 	Created StudyText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='StudyText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
8.4723 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4725 	DEBUG 	Uploading Texture Font fontname to graphics card
8.4747 	DEBUG 	Upload of Texture Font fontname complete
8.4785 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4787 	DEBUG 	Uploading Texture Font fontname to graphics card
8.4805 	DEBUG 	Upload of Texture Font fontname complete
8.4855 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.4857 	DEBUG 	Uploading Texture Font fontname to graphics card
8.4874 	DEBUG 	Upload of Texture Font fontname complete
