7.5193 	INFO 	Loaded monitor calibration from ['2024_10_29 21:52']
7.7067 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7ff32a7f4460>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7ff32a7f4400>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7ff32a844e50>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([3420, 2224]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.7068 	EXP 	window1: backgroundImage = ''
7.7068 	EXP 	window1: backgroundFit = 'none'
7.7196 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7209 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7221 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7238 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7253 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7258 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7269 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7287 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7290 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7292 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7304 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7315 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7325 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7336 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7344 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7357 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7368 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7372 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7377 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7395 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7397 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7401 	DEBUG 	Uploading Texture Font fontname to graphics card
7.7450 	DEBUG 	Upload of Texture Font fontname complete
7.7503 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7520 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7536 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7538 	DEBUG 	Uploading Texture Font fontname to graphics card
7.7556 	DEBUG 	Upload of Texture Font fontname complete
7.7569 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.7569 	EXP 	window1: recordFrameIntervals = False
7.9409 	EXP 	window1: recordFrameIntervals = True
8.1505 	EXP 	Screen (0) actual frame rate measured at 121.57Hz
8.1506 	EXP 	window1: recordFrameIntervals = False
8.1673 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
10.0327 	INFO 	keyboard.Keyboard is using iohub backend.
10.0328 	EXP 	primming 5.0: status = STARTED
10.0411 	EXP 	Created StudyText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='StudyText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.0600 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0601 	DEBUG 	Uploading Texture Font fontname to graphics card
10.0622 	DEBUG 	Upload of Texture Font fontname complete
10.0660 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0661 	DEBUG 	Uploading Texture Font fontname to graphics card
10.0679 	DEBUG 	Upload of Texture Font fontname complete
10.0729 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0731 	DEBUG 	Uploading Texture Font fontname to graphics card
10.0748 	DEBUG 	Upload of Texture Font fontname complete
10.0896 	EXP 	Created Studyslider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=['Familiar', 'Unfamiliar'], lineColor=None, markerColor=None, name='Studyslider', opacity=None, ori=0.0, pos=array([ 0. , -0.3]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='slider', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
